source,document,url,page,period,county,type,band_lo,band_hi,count,basis
hawaii_life,Luxury Market Report 2026 Midyear,https://smarket.hawaiilife.com/products/hl-luxury-market-report-2026-midyear,18,2026H1,Maui,house,10000000,inf,1,text
hawaii_life,2022 Year-End Luxury Market Report,https://smarket.hawaiilife.com/s/HL-LuxReport-2022-EOY-web.pdf,31,2022,Maui,land,3000000,inf,13,text
hawaii_life,Luxury Market Report 2025 Q4 YTD,https://smarket.hawaiilife.com/products/hl-luxury-market-report-2025-year-end,16,2025,Maui,land,3000000,inf,13,text
hawaii_life,Luxury Market Report 2026 Midyear,https://smarket.hawaiilife.com/products/hl-luxury-market-report-2026-midyear,18,2026H1,Maui,land,3000000,inf,5,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q3,https://listsothebysrealty.com/2022/11/07/luxury-market-report-2022-q3,,2022Q3,Honolulu,condo,1000000,2500000,97,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q4,https://listsothebysrealty.com/2023/02/01/luxury-market-report-2022-q4,,2022Q4,Honolulu,condo,1000000,2500000,93,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q1,https://listsothebysrealty.com/2023/05/02/luxury-market-report-2023-q1,,2023Q1,Honolulu,condo,1000000,2500000,94,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q2,https://listsothebysrealty.com/2023/07/26/luxury-market-report-2023-q2,,2023Q2,Honolulu,condo,1000000,2500000,95,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q3,https://listsothebysrealty.com/2023/10/26/luxury-market-report-2023-q3,,2023Q3,Honolulu,condo,1000000,2500000,105,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q4,https://listsothebysrealty.com/2024/02/02/luxury-market-report-2023-q4,,2023Q4,Honolulu,condo,1000000,2500000,84,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q1,https://listsothebysrealty.com/2024/04/24/luxury-market-report-2024-q1,,2024Q1,Honolulu,condo,1000000,2500000,61,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q2,https://listsothebysrealty.com/2024/08/01/luxury-market-report-2024-q2,,2024Q2,Honolulu,condo,1000000,2500000,120,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q3,https://listsothebysrealty.com/2024/10/24/luxury-market-report-2024-q3,,2024Q3,Honolulu,condo,1000000,2500000,116,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q4,https://listsothebysrealty.com/2025/01/28/luxury-market-report-2024-q4,,2024Q4,Honolulu,condo,1000000,2500000,87,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q1,https://listsothebysrealty.com/2025/04/23/luxury-market-report-2025-q1,,2025Q1,Honolulu,condo,1000000,2500000,85,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q2,https://listsothebysrealty.com/2025/07/30/luxury-market-report-2025-q2,,2025Q2,Honolulu,condo,1000000,2500000,102,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q3,https://listsothebysrealty.com/2025/10/23/luxury-market-report-2025-q3,,2025Q3,Honolulu,condo,1000000,2500000,117,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q4,https://listsothebysrealty.com/2026/02/06/luxury-market-report-2025-q4,,2025Q4,Honolulu,condo,1000000,2500000,101,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2026 Q2,https://listsothebysrealty.com/2026/07/27/luxury-market-report-2026-q2,,2026Q2,Honolulu,condo,1000000,2500000,111,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q3,https://listsothebysrealty.com/2022/11/07/luxury-market-report-2022-q3,,2022Q3,Honolulu,condo,2500000,inf,14,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q4,https://listsothebysrealty.com/2023/02/01/luxury-market-report-2022-q4,,2022Q4,Honolulu,condo,2500000,inf,18,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q1,https://listsothebysrealty.com/2023/05/02/luxury-market-report-2023-q1,,2023Q1,Honolulu,condo,2500000,inf,7,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q2,https://listsothebysrealty.com/2023/07/26/luxury-market-report-2023-q2,,2023Q2,Honolulu,condo,2500000,inf,13,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q3,https://listsothebysrealty.com/2023/10/26/luxury-market-report-2023-q3,,2023Q3,Honolulu,condo,2500000,inf,14,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q4,https://listsothebysrealty.com/2024/02/02/luxury-market-report-2023-q4,,2023Q4,Honolulu,condo,2500000,inf,14,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q1,https://listsothebysrealty.com/2024/04/24/luxury-market-report-2024-q1,,2024Q1,Honolulu,condo,2500000,inf,10,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q2,https://listsothebysrealty.com/2024/08/01/luxury-market-report-2024-q2,,2024Q2,Honolulu,condo,2500000,inf,15,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q3,https://listsothebysrealty.com/2024/10/24/luxury-market-report-2024-q3,,2024Q3,Honolulu,condo,2500000,inf,6,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q4,https://listsothebysrealty.com/2025/01/28/luxury-market-report-2024-q4,,2024Q4,Honolulu,condo,2500000,inf,18,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q1,https://listsothebysrealty.com/2025/04/23/luxury-market-report-2025-q1,,2025Q1,Honolulu,condo,2500000,inf,16,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q2,https://listsothebysrealty.com/2025/07/30/luxury-market-report-2025-q2,,2025Q2,Honolulu,condo,2500000,inf,20,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q3,https://listsothebysrealty.com/2025/10/23/luxury-market-report-2025-q3,,2025Q3,Honolulu,condo,2500000,inf,23,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q4,https://listsothebysrealty.com/2026/02/06/luxury-market-report-2025-q4,,2025Q4,Honolulu,condo,2500000,inf,24,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2026 Q1,https://listsothebysrealty.com/2026/04/29/luxury-market-report-2026-q1,,2026Q1,Honolulu,condo,2500000,inf,13,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2026 Q2,https://listsothebysrealty.com/2026/07/27/luxury-market-report-2026-q2,,2026Q2,Honolulu,condo,2500000,inf,23,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q3,https://listsothebysrealty.com/2022/11/07/luxury-market-report-2022-q3,,2022Q3,Honolulu,condo,5000000,inf,2,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q4,https://listsothebysrealty.com/2023/02/01/luxury-market-report-2022-q4,,2022Q4,Honolulu,condo,5000000,inf,4,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q1,https://listsothebysrealty.com/2023/05/02/luxury-market-report-2023-q1,,2023Q1,Honolulu,condo,5000000,inf,4,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q2,https://listsothebysrealty.com/2023/07/26/luxury-market-report-2023-q2,,2023Q2,Honolulu,condo,5000000,inf,6,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q3,https://listsothebysrealty.com/2023/10/26/luxury-market-report-2023-q3,,2023Q3,Honolulu,condo,5000000,inf,4,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q4,https://listsothebysrealty.com/2024/02/02/luxury-market-report-2023-q4,,2023Q4,Honolulu,condo,5000000,inf,6,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q1,https://listsothebysrealty.com/2024/04/24/luxury-market-report-2024-q1,,2024Q1,Honolulu,condo,5000000,inf,1,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q3,https://listsothebysrealty.com/2024/10/24/luxury-market-report-2024-q3,,2024Q3,Honolulu,condo,5000000,inf,3,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q1,https://listsothebysrealty.com/2025/04/23/luxury-market-report-2025-q1,,2025Q1,Honolulu,condo,5000000,inf,3,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q2,https://listsothebysrealty.com/2025/07/30/luxury-market-report-2025-q2,,2025Q2,Honolulu,condo,5000000,inf,5,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q3,https://listsothebysrealty.com/2025/10/23/luxury-market-report-2025-q3,,2025Q3,Honolulu,condo,5000000,inf,6,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2025 Q4,https://listsothebysrealty.com/2026/02/06/luxury-market-report-2025-q4,,2025Q4,Honolulu,condo,5000000,inf,9,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2026 Q2,https://listsothebysrealty.com/2026/07/27/luxury-market-report-2026-q2,,2026Q2,Honolulu,condo,5000000,inf,10,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q3,https://listsothebysrealty.com/2022/11/07/luxury-market-report-2022-q3,,2022Q3,Honolulu,house,2000000,3000000,64,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2022 Q4,https://listsothebysrealty.com/2023/02/01/luxury-market-report-2022-q4,,2022Q4,Honolulu,house,2000000,3000000,41,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q1,https://listsothebysrealty.com/2023/05/02/luxury-market-report-2023-q1,,2023Q1,Honolulu,house,2000000,3000000,37,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q2,https://listsothebysrealty.com/2023/07/26/luxury-market-report-2023-q2,,2023Q2,Honolulu,house,2000000,3000000,47,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q3,https://listsothebysrealty.com/2023/10/26/luxury-market-report-2023-q3,,2023Q3,Honolulu,house,2000000,3000000,43,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2023 Q4,https://listsothebysrealty.com/2024/02/02/luxury-market-report-2023-q4,,2023Q4,Honolulu,house,2000000,3000000,32,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q1,https://listsothebysrealty.com/2024/04/24/luxury-market-report-2024-q1,,2024Q1,Honolulu,house,2000000,3000000,48,text
list_sothebys,Oʻahu Quarterly Luxury Market Report 2024 Q2,https://listsothebysrealty.com/2024/08/01/luxury-market-report-2024-q2,,2024Q2,Honolulu,house,2000000,3000000,52,text
