weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,house_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_300,persons_lifted_hi_ctc_300,gap_closed_hi_ctc_300_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hi_ctc_1000,persons_lifted_hi_ctc_1000,gap_closed_hi_ctc_1000_$
19720.0,6636.0,0.11450304259634889,2258.0,9632263.667252773,21,0.13864097363083164,476.0,1373581.147019025,0.11450304259634889,0.0,132600.0,0.11450304259634889,0.0,483008.1160000004,0.1668864097363083,1033.0,2972134.218272701,0.07307302231237323,817.0,999964.8029378876,0.08955375253549695,492.0,569879.8957182784,0.11450304259634889,0.0,114660.0,0.10324543610547668,222.0,243199.85526051186,0.10324543610547668,222.0,349774.85526051186
39198.0,12645.0,0.09439257104954335,3700.0,18275990.211447347,22,0.09663758355018114,88.0,1233240.7065427639,0.09492831266901372,21.0,287726.26603731886,0.09663758355018114,88.0,484312.6305427663,0.1183478748915761,939.0,2523338.9464590214,0.08791264860452064,254.0,1487942.8551841266,0.09005561508240216,170.0,669638.4385121241,0.09439257104954335,0.0,126840.0,0.09439257104954335,0.0,274820.0,0.09439257104954335,0.0,422800.0
21431.0,8071.0,0.09210956091642947,1974.0,13251811.15838531,23,0.09588913256497597,81.0,688257.4859004561,0.09210956091642947,0.0,58639.31279999949,0.09588913256497597,81.0,268662.6539004557,0.09850216975409454,137.0,1065121.4931772314,0.08394381970043395,175.0,954344.9779724013,0.08641687275442117,122.0,331790.68428461254,0.09210956091642947,0.0,73290.0,0.09210956091642947,0.0,158795.0,0.09210956091642947,0.0,244300.0
58520.0,25528.0,0.14776144907723854,8647.0,51523092.679630786,24,0.16510594668489406,1015.0,2875977.281685002,0.15439166097060833,388.0,643720.7124697268,0.15898838004101162,657.0,974423.097575359,0.16654135338345866,1099.0,5077053.811983198,0.13911483253588516,506.0,2291094.241321057,0.1423444976076555,317.0,1109740.4790023267,0.14776144907723854,0.0,199920.0,0.14499316473000684,162.0,425494.58432585746,0.14471975393028025,178.0,640948.4992034733
88520.0,32228.0,0.07568910980569363,6700.0,39272767.73926601,25,0.09948034342521464,2106.0,2583872.3526623994,0.07925892453682784,316.0,50825.283713161945,0.077643470402169,173.0,751815.5106632188,0.11147763217352011,3168.0,5984181.7970650345,0.0674423859014912,730.0,3557964.2609525025,0.07094441934026209,420.0,856668.0757108331,0.07511296882060552,51.0,276220.22107765824,0.07385901491188432,162.0,583251.1433487833,0.07385901491188432,162.0,886071.1433487833
22335.0,8366.0,0.08788896351018581,1963.0,8220881.850906035,26,0.09344078800089546,124.0,940908.6516840067,0.08788896351018581,0.0,0.0,0.08788896351018581,0.0,356851.1280000005,0.10454443698231475,372.0,1489557.1720898245,0.0728453100514887,336.0,1225672.9156922,0.0810835012312514,152.0,487929.7513941871,0.08788896351018581,0.0,99750.0,0.08788896351018581,0.0,216125.0,0.08788896351018581,0.0,332500.0
36887.0,13854.0,0.07251877355165777,2675.0,12151111.960929323,27,0.08547726841434652,478.0,1083802.4512955528,0.07425380215251985,64.0,165154.5089378357,0.07644969772548595,145.0,346436.1750575118,0.08938108276628623,622.0,1978523.0252841264,0.06183750372760051,394.0,1117053.3059241325,0.06633773416108656,228.0,375017.78327495046,0.07251877355165777,0.0,101640.0,0.06579553772331716,248.0,196576.6244147271,0.06579553772331716,248.0,287226.6244147271
36371.0,15038.0,0.11621896565945396,4227.0,23778968.79598875,28,0.132770613950675,602.0,1178252.3627552427,0.1272167386104314,400.0,97471.89491811767,0.1184460146820269,81.0,386038.2212435007,0.1407989882048885,894.0,2576987.2380326204,0.11050012372494569,208.0,1752283.582692232,0.11022517940117127,218.0,509521.9355208911,0.11621896565945396,0.0,126420.0,0.11621896565945396,0.0,273910.0,0.11621896565945396,0.0,421400.0
68541.0,27185.0,0.11115974380297924,7619.0,43075436.894606054,30,0.13250463226390044,1463.0,2437389.076684013,0.11652879298522052,368.0,95536.99902831018,0.11666010125326447,377.0,769584.9947531968,0.14219226448403147,2127.0,5260837.795973308,0.09566536817379379,1062.0,2782313.6764085963,0.10595118250390277,357.0,790397.4943476468,0.1104594330400782,48.0,219170.54163502157,0.10595118250390277,357.0,467658.76474764943,0.10595118250390277,357.0,694283.7647476494
30483.0,10821.0,0.14562215005084803,4439.0,23051559.474080525,31,0.15467637699701473,276.0,1129833.6354409568,0.1640258504740347,561.0,290960.2919666916,0.15339697536331726,237.0,407682.5809273198,0.2192697569136896,2245.0,3341443.2659229822,0.1342059508578552,348.0,1506824.8439057171,0.1403077124954893,162.0,527633.8869351074,0.14562215005084803,0.0,121380.0,0.14562215005084803,0.0,262990.0,0.14562215005084803,0.0,404600.0
